range;linha;descricao;posto;datainicioplan;datafimplan;datainicioreal;datafimreal;fimreal_fimplan;inicioreal_inicioplan;fimreal_inicioreal;fimplan_inicioplan
L1562;CF-1;PU FINAL;PU Final;2019-02-08 07:30:00.000;2019-02-11 16:30:00.000;2019-02-15 07:20:00.000;2019-02-15 11:00:00.000;-4;-5;1;2
L1562;CF-1;GATE C;Gate C;2019-02-12 07:30:00.000;2019-02-12 16:30:00.000;2019-02-15 12:00:00.000;2019-02-15 23:30:00.000;-3;-3;1;1
L1562;CF-1;ENVIO EADI;Fuselagem Disponível;2019-02-13 07:30:00.000;2019-02-13 07:30:00.000;2019-02-18 17:30:00.000;2019-02-18 17:30:00.000;-3;-3;1;1
L1562;CF-1;67120;67120 - Piso;2018-12-17 07:30:00.000;2019-01-08 16:30:00.000;2018-12-14 08:50:00.000;2019-01-14 09:00:00.000;-4;1;20;15
L1562;CF-1;67080;67080 - Enquadramento Porta;2018-12-17 07:30:00.000;2018-12-19 15:30:00.000;2018-12-17 13:00:00.000;2019-01-07 07:00:00.000;-11;0;14;3
L1562;CF-3;65180;65180 - Lower Panel;2018-11-26 10:00:00.000;2018-11-29 09:30:00.000;2018-11-09 16:20:00.000;2018-11-13 22:45:00.000;11;10;3;4
L1562;CF-3;65720;65720 - Lower Fuselage;2018-11-29 10:00:00.000;2018-12-04 09:30:00.000;2018-11-13 23:10:00.000;2018-11-20 19:50:00.000;10;11;5;4
L1562;CF-3;65240;65240 - Lower Panel RH;2018-12-03 10:00:00.000;2018-12-06 09:30:00.000;2018-11-14 07:30:00.000;2018-11-20 00:30:00.000;12;12;4;4
L1562;CF-3;65110;65110 - Lateral LowerRH;2018-12-06 10:00:00.000;2018-12-14 09:30:00.000;2018-11-22 23:00:00.000;2018-11-28 19:00:00.000;12;10;5;7
L1562;CF-3;65120;65120 - Lower Panel LF;2018-12-07 10:00:00.000;2018-12-12 09:30:00.000;2018-11-14 23:00:00.000;2018-11-21 15:30:00.000;15;16;5;4
L1562;CF-3;65900;65900 - Shell Lower;2018-12-17 10:00:00.000;2019-01-08 09:30:00.000;2018-11-28 19:00:00.000;2018-12-05 15:00:00.000;22;13;6;15
L1562;CF-3;65400;65400 - Upper Panel;2018-11-28 10:00:00.000;2018-12-03 09:30:00.000;2018-11-23 23:50:00.000;2018-11-27 23:00:00.000;4;3;3;4
L1562;CF-3;65360;65360 - Upper Panel RH;2018-11-28 10:00:00.000;2018-12-03 09:30:00.000;2018-11-20 15:20:00.000;2018-11-23 09:45:00.000;6;6;4;4
L1562;CF-3;65300;65300 - Upper Panel LF;2018-11-28 10:00:00.000;2018-12-03 09:30:00.000;2018-11-21 09:20:00.000;2018-11-23 08:00:00.000;6;5;3;4
L1562;CF-3;65780;65780 - Lateral Upper LF;2018-12-04 10:00:00.000;2018-12-07 09:30:00.000;2018-11-27 23:00:00.000;2018-11-30 00:30:00.000;5;5;4;4
L1562;CF-3;65840;65840 - Lateral Upper RH;2018-12-04 10:00:00.000;2018-12-07 09:30:00.000;2018-11-30 06:10:00.000;2018-12-04 12:00:00.000;3;2;3;4
L1562;CF-3;65960;65960 - Shell Upper;2018-12-12 10:00:00.000;2018-12-20 09:30:00.000;2018-12-04 22:00:00.000;2018-12-07 10:00:00.000;9;6;4;7
L1562;CF-3;66000;66000 - Assy Junction;2019-01-08 10:00:00.000;2019-01-16 09:30:00.000;2018-12-07 10:20:00.000;2018-12-19 14:00:00.000;18;20;9;7
L1562;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-01-17 10:00:00.000;2019-01-22 09:30:00.000;2019-01-08 06:30:00.000;2019-01-18 00:40:00.000;2;7;9;4
L1562;CF-3;GATE A;Gate A;2019-01-22 10:00:00.000;2019-01-25 09:30:00.000;2019-01-18 09:00:00.000;2019-01-22 09:30:00.000;3;2;3;4
L1562;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-01-25 10:00:00.000;2019-01-29 09:30:00.000;2019-01-22 10:30:00.000;2019-01-23 15:30:00.000;4;3;2;3
L1562;CF-3;COMPLEMENTAÇÃO;Complementação;2019-01-29 10:00:00.000;2019-02-06 09:30:00.000;2019-01-24 07:00:00.000;2019-01-29 22:00:00.000;6;3;4;7
L1562;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-02-06 10:00:00.000;2019-02-07 09:30:00.000;2019-01-30 07:00:00.000;2019-02-05 22:00:00.000;2;5;5;2
L1562;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-02-07 10:00:00.000;2019-02-08 09:30:00.000;2019-02-06 07:00:00.000;2019-02-06 22:00:00.000;2;1;1;2
L1562;CF-3;SELAGEM;Selagem;2019-02-08 10:00:00.000;2019-02-11 09:30:00.000;2019-02-07 07:00:00.000;2019-02-07 22:00:00.000;2;1;1;2
L1562;CF-3;PINTURA;Pintura;2019-02-11 10:00:00.000;2019-02-12 09:30:00.000;2019-02-08 07:00:00.000;2019-02-08 22:00:00.000;2;1;1;2
L1562;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-02-12 15:00:00.000;2019-02-13 09:30:00.000;2019-02-11 07:00:00.000;2019-02-12 22:00:00.000;1;1;2;2
L1562;CF-3;PU FINAL;PU Final;2019-02-13 10:00:00.000;2019-02-15 09:30:00.000;2019-02-13 07:00:00.000;2019-02-13 15:00:00.000;2;0;1;3
L1562;CF-3;GATE C;Gate C;2019-02-15 10:00:00.000;2019-02-18 09:30:00.000;2019-02-14 07:00:00.000;2019-02-14 22:00:00.000;2;1;1;2
L1562;CF-3;ENVIO EADI;Fuselagem Disponível;2019-02-18 10:00:00.000;2019-02-18 10:00:00.000;2019-02-19 17:25:00.000;2019-02-19 17:25:00.000;-1;-1;1;1
L1562;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2018-11-14 10:00:00.000;2018-11-21 09:30:00.000;2018-11-01 19:08:00.000;2018-11-05 09:00:00.000;11;8;1;5
L1562;CF-3;65420;65420 - Enquadramento Porta;2018-11-28 10:00:00.000;2018-12-03 09:30:00.000;2018-11-05 12:20:00.000;2018-11-07 10:45:00.000;17;16;3;4
L1562;CF-3;65480;65480 - Enquadramento Porta;2018-11-26 10:00:00.000;2018-11-29 09:30:00.000;2018-11-13 14:40:00.000;2018-11-20 07:30:00.000;7;8;5;4
L1562;CF-3;65540;65540 - Enquadramento Porta;2018-11-26 10:00:00.000;2018-11-29 09:30:00.000;2018-11-14 12:20:00.000;2018-11-20 09:00:00.000;7;7;4;4
L1562;CF-3;65600;65600 - Piso;2018-12-07 10:00:00.000;2018-12-12 09:30:00.000;2018-11-13 16:00:00.000;2018-11-19 15:00:00.000;17;17;4;4
L1562;CF-3;65660;65660 - Piso;2018-12-07 10:00:00.000;2018-12-12 09:30:00.000;2018-11-19 07:20:00.000;2018-11-20 14:00:00.000;16;14;2;4
L1562;CF-3;65180 LIGHT;65180 - Light Lower Panel;2018-11-21 10:00:00.000;2018-11-26 09:30:00.000;2018-11-07 07:00:00.000;2018-11-09 14:25:00.000;10;9;3;4
L1562;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2018-11-28 10:00:00.000;2018-12-03 09:30:00.000;2018-11-07 16:45:00.000;2018-11-09 23:50:00.000;15;14;3;4
L1562;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2018-12-03 10:00:00.000;2018-12-06 09:30:00.000;2018-11-12 08:00:00.000;2018-11-14 18:30:00.000;15;14;3;4
L1562;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2018-11-22 10:00:00.000;2018-11-27 09:30:00.000;2018-11-14 09:00:00.000;2018-11-20 21:10:00.000;5;5;4;4
L1562;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2018-11-22 10:00:00.000;2018-11-27 09:30:00.000;2018-11-13 13:00:00.000;2018-11-20 16:00:00.000;5;6;5;4
L1563;CF-1;67080;67080 - Enquadramento Porta;2018-12-20 10:00:00.000;2019-01-08 09:30:00.000;2019-01-07 08:00:00.000;2019-01-08 14:30:00.000;0;-10;2;12
L1563;CF-1;67120;67120 - Piso;2018-12-20 10:00:00.000;2019-01-14 09:30:00.000;2018-12-18 14:00:00.000;2019-01-17 15:00:00.000;-3;2;21;16
L1563;CF-1;67061;67061 - Lateral Lower Right;2018-12-21 10:00:00.000;2019-01-09 09:30:00.000;2018-12-21 09:10:00.000;2019-01-07 15:20:00.000;2;0;10;12
L1563;CF-1;67065;67065 - Lateral Lower Right;2019-01-10 10:00:00.000;2019-01-15 09:30:00.000;2019-01-11 09:00:00.000;2019-01-16 15:30:00.000;-1;-1;4;4
L1563;CF-1;67051;67051 - Lateral Lower Left;2019-01-09 10:00:00.000;2019-01-14 09:30:00.000;2019-01-09 15:10:00.000;2019-01-11 15:30:00.000;1;0;3;4
L1563;CF-1;67030;67030 - Shell Lower;2019-01-15 10:00:00.000;2019-01-18 09:30:00.000;2019-01-17 08:00:00.000;2019-01-23 08:00:00.000;-3;-2;5;4
L1563;CF-1;67042;67042 - Lateral Upper LF;2019-01-08 10:00:00.000;2019-01-11 09:30:00.000;2019-01-14 07:00:00.000;2019-01-15 09:00:00.000;-2;-4;2;4
L1563;CF-1;67041;67041 - Lateral Lower RH;2019-01-09 10:00:00.000;2019-01-14 09:30:00.000;2019-01-14 13:00:00.000;2019-01-17 13:00:00.000;-3;-3;4;4
L1563;CF-1;67040;67040 - Shell Upper;2019-01-14 10:00:00.000;2019-01-17 09:30:00.000;2019-01-18 09:00:00.000;2019-01-23 10:30:00.000;-4;-4;4;4
L1563;CF-1;67010;67010 - Assy Junction;2019-01-18 10:00:00.000;2019-01-23 09:30:00.000;2019-01-23 07:00:00.000;2019-01-25 15:30:00.000;-2;-3;3;4
L1563;CF-1;INTERFACE;Interface ;2019-01-24 10:00:00.000;2019-01-29 09:30:00.000;2019-01-28 08:00:00.000;2019-01-30 00:30:00.000;-1;-2;3;4
L1563;CF-1;GATE A;Gate A;2019-01-24 10:00:00.000;2019-01-29 09:30:00.000;2019-01-28 09:00:00.000;2019-01-28 15:20:00.000;1;-2;1;4
L1563;CF-1;COMPLEMENTAÇÃO;Complementação;2019-01-29 10:00:00.000;2019-02-07 09:30:00.000;2019-02-01 07:00:00.000;2019-02-06 12:00:00.000;1;-3;4;8
L1563;CF-1;GATE B QUA;Gate B Qualidade;2019-02-07 10:00:00.000;2019-02-07 12:00:00.000;2019-02-06 12:40:00.000;2019-02-07 06:50:00.000;0;1;2;1
L1563;CF-1;GATE B PRO;Gate B Produção;2019-02-07 12:30:00.000;2019-02-08 09:30:00.000;2019-02-07 07:40:00.000;2019-02-15 06:20:00.000;-5;0;7;2
L1563;CF-1;SELAGEM;Selagem;2019-02-08 10:00:00.000;2019-02-11 09:30:00.000;2019-02-15 06:30:00.000;2019-02-15 16:10:00.000;-4;-5;1;2
L1563;CF-1;PINTURA;Pintura;2019-02-11 10:00:00.000;2019-02-12 09:30:00.000;2019-02-18 06:20:00.000;2019-02-19 06:20:00.000;-5;-5;2;2
L1563;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-02-12 10:00:00.000;2019-02-12 14:30:00.000;2019-02-19 06:50:00.000;2019-02-19 12:00:00.000;-5;-5;1;1
L1563;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-02-12 15:00:00.000;2019-02-13 09:30:00.000;2019-02-19 12:30:00.000;2019-02-19 18:00:00.000;-4;-5;1;2
L1563;CF-1;PU FINAL;PU Final;2019-02-13 10:00:00.000;2019-02-15 09:30:00.000;2019-02-19 18:30:00.000;2019-02-20 06:30:00.000;-3;-4;2;3
L1563;CF-1;GATE C;Gate C;2019-02-15 10:00:00.000;2019-02-18 09:30:00.000;2019-02-20 07:30:00.000;2019-02-21 21:00:00.000;-3;-3;2;2
L1563;CF-1;ENVIO EADI;Fuselagem Disponível;2019-02-18 10:00:00.000;2019-02-18 10:00:00.000;2019-02-22 17:20:00.000;2019-02-22 17:20:00.000;-4;-4;1;1
L1563;CF-3;65180;65180 - Lower Panel;2018-11-29 12:30:00.000;2018-12-04 12:00:00.000;2018-11-13 23:05:00.000;2018-11-20 19:30:00.000;10;11;5;4
L1563;CF-3;65720;65720 - Lower Fuselage;2018-12-04 12:30:00.000;2018-12-07 12:00:00.000;2018-11-20 21:10:00.000;2018-11-23 00:15:00.000;10;10;4;4
L1563;CF-3;65240;65240 - Lower Panel RH;2018-12-06 12:30:00.000;2018-12-11 12:00:00.000;2018-11-20 08:40:00.000;2018-11-22 00:30:00.000;13;12;3;4
L1563;CF-3;65110;65110 - Lateral LowerRH;2018-12-11 12:30:00.000;2018-12-19 12:00:00.000;2018-11-27 16:00:00.000;2018-12-03 14:00:00.000;12;10;5;7
L1563;CF-3;65120;65120 - Lower Panel LF;2018-12-12 12:30:00.000;2018-12-17 12:00:00.000;2018-11-22 16:45:00.000;2018-11-26 22:00:00.000;15;14;3;4
L1563;CF-3;65900;65900 - Shell Lower;2018-12-20 12:30:00.000;2019-01-11 12:00:00.000;2018-12-04 16:30:00.000;2018-12-11 23:00:00.000;21;12;6;15
L1563;CF-3;65400;65400 - Upper Panel;2018-12-03 12:30:00.000;2018-12-06 12:00:00.000;2018-11-27 23:50:00.000;2018-11-30 15:00:00.000;4;4;4;4
L1563;CF-3;65360;65360 - Upper Panel RH;2018-12-03 12:30:00.000;2018-12-06 12:00:00.000;2018-11-23 10:15:00.000;2018-11-27 13:20:00.000;7;6;3;4
L1563;CF-3;65300;65300 - Upper Panel LF;2018-12-03 12:30:00.000;2018-12-06 12:00:00.000;2018-11-23 09:30:00.000;2018-11-28 09:40:00.000;6;6;4;4
L1563;CF-3;65780;65780 - Lateral Upper LF;2018-12-07 12:30:00.000;2018-12-12 12:00:00.000;2018-11-30 06:10:00.000;2018-12-04 12:10:00.000;6;5;3;4
L1563;CF-3;65840;65840 - Lateral Upper RH;2018-12-07 12:30:00.000;2018-12-12 12:00:00.000;2018-12-04 13:20:00.000;2018-12-06 19:00:00.000;4;3;3;4
L1563;CF-3;65960;65960 - Shell Upper;2018-12-17 12:30:00.000;2019-01-08 12:00:00.000;2018-12-07 10:30:00.000;2018-12-11 17:00:00.000;18;6;3;15
L1563;CF-3;66000;66000 - Assy Junction;2019-01-11 12:30:00.000;2019-01-21 12:00:00.000;2018-12-12 16:20:00.000;2018-12-20 17:00:00.000;20;20;7;7
L1563;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-01-22 12:30:00.000;2019-01-25 12:00:00.000;2019-01-15 20:00:00.000;2019-01-24 10:00:00.000;1;5;8;4
L1563;CF-3;GATE A;Gate A;2019-01-25 12:30:00.000;2019-01-30 12:00:00.000;2019-01-25 09:40:00.000;2019-01-28 12:00:00.000;2;0;2;4
L1563;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2018-11-21 12:30:00.000;2018-11-26 12:00:00.000;2018-11-07 13:10:00.000;2018-11-07 23:50:00.000;12;9;1;4
L1563;CF-3;65420;65420 - Enquadramento Porta;2018-12-03 12:30:00.000;2018-12-06 12:00:00.000;2018-11-07 12:05:00.000;2018-11-09 08:45:00.000;18;17;3;4
L1563;CF-3;65480;65480 - Enquadramento Porta;2018-11-29 12:30:00.000;2018-12-04 12:00:00.000;2018-11-20 07:40:00.000;2018-11-21 15:00:00.000;9;7;2;4
L1563;CF-3;65540;65540 - Enquadramento Porta;2018-11-29 12:30:00.000;2018-12-04 12:00:00.000;2018-11-20 09:30:00.000;2018-11-22 13:00:00.000;8;7;3;4
L1563;CF-3;65600;65600 - Piso;2018-12-12 12:30:00.000;2018-12-17 12:00:00.000;2018-11-19 16:00:00.000;2018-11-20 23:50:00.000;19;17;2;4
L1563;CF-3;65660;65660 - Piso;2018-12-12 12:30:00.000;2018-12-17 12:00:00.000;2018-11-20 14:10:00.000;2018-11-26 15:30:00.000;15;16;5;4
L1563;CF-3;65180 LIGHT;65180 - Light Lower Panel;2018-11-26 12:30:00.000;2018-11-29 12:00:00.000;2018-11-09 14:35:00.000;2018-11-13 18:00:00.000;11;10;3;4
L1563;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2018-12-03 12:30:00.000;2018-12-06 12:00:00.000;2018-11-12 16:00:00.000;2018-11-14 18:30:00.000;15;14;3;4
L1563;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2018-12-06 12:30:00.000;2018-12-11 12:00:00.000;2018-11-20 09:30:00.000;2018-11-22 16:10:00.000;13;12;3;4
L1563;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2018-11-27 12:30:00.000;2018-11-30 12:00:00.000;2018-11-21 16:20:00.000;2018-11-26 21:00:00.000;4;4;4;4
L1563;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2018-11-27 12:30:00.000;2018-11-30 12:00:00.000;2018-11-20 16:10:00.000;2018-11-23 18:00:00.000;5;5;4;4
L1563;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-01-30 12:30:00.000;2019-02-01 12:00:00.000;2019-01-28 23:00:00.000;2019-01-29 15:30:00.000;3;2;2;3
L1563;CF-3;COMPLEMENTAÇÃO;Complementação;2019-02-01 12:30:00.000;2019-02-11 12:00:00.000;2019-01-30 07:00:00.000;2019-02-02 22:00:00.000;5;2;3;7
L1563;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-02-11 12:30:00.000;2019-02-12 12:00:00.000;2019-02-03 07:00:00.000;2019-02-06 22:00:00.000;4;5;3;2
L1563;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-02-12 12:30:00.000;2019-02-13 12:00:00.000;2019-02-07 07:00:00.000;2019-02-11 22:00:00.000;2;3;3;2
L1563;CF-3;SELAGEM;Selagem;2019-02-13 12:30:00.000;2019-02-14 12:00:00.000;2019-02-12 07:00:00.000;2019-02-13 22:00:00.000;1;1;2;2
L1563;CF-3;PINTURA;Pintura;2019-02-14 12:30:00.000;2019-02-15 12:00:00.000;2019-02-14 07:00:00.000;2019-02-14 22:00:00.000;1;0;1;2
L1563;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-02-18 07:30:00.000;2019-02-18 12:00:00.000;2019-02-15 07:00:00.000;2019-02-15 15:00:00.000;1;1;1;1
L1563;CF-3;PU FINAL;PU Final;2019-02-18 12:30:00.000;2019-02-20 12:00:00.000;2019-02-15 16:00:00.000;2019-02-15 22:00:00.000;3;1;1;3
L1563;CF-3;GATE C;Gate C;2019-02-20 12:30:00.000;2019-02-21 12:00:00.000;2019-02-18 07:00:00.000;2019-02-22 22:00:00.000;-1;2;5;2
L1563;CF-3;ENVIO EADI;Fuselagem Disponível;2019-02-21 12:30:00.000;2019-02-21 12:30:00.000;2019-02-27 17:25:00.000;2019-02-27 17:25:00.000;-4;-4;1;1
L1564;CF-1;67080;67080 - Enquadramento Porta;2019-01-08 12:30:00.000;2019-01-11 12:00:00.000;2019-01-08 15:00:00.000;2019-01-10 10:30:00.000;1;0;3;4
L1564;CF-1;67120;67120 - Piso;2019-01-08 12:30:00.000;2019-01-17 12:00:00.000;2018-12-21 06:30:00.000;2019-01-22 15:00:00.000;-3;10;21;8
L1564;CF-1;67061;67061 - Lateral Lower Right;2019-01-09 12:30:00.000;2019-01-14 12:00:00.000;2019-01-08 07:10:00.000;2019-01-10 10:00:00.000;2;1;3;4
L1564;CF-1;67065;67065 - Lateral Lower Right;2019-01-15 12:30:00.000;2019-01-18 12:00:00.000;2019-01-15 13:00:00.000;2019-01-19 00:30:00.000;-1;0;4;4
L1564;CF-1;67051;67051 - Lateral Lower Left;2019-01-14 12:30:00.000;2019-01-17 12:00:00.000;2019-01-14 07:00:00.000;2019-01-16 11:00:00.000;1;0;3;4
L1564;CF-1;67030;67030 - Shell Lower;2019-01-18 12:30:00.000;2019-01-23 12:00:00.000;2019-01-21 13:00:00.000;2019-01-24 14:00:00.000;-1;-1;4;4
L1564;CF-1;67042;67042 - Lateral Upper LF;2019-01-11 12:30:00.000;2019-01-16 12:00:00.000;2019-01-16 08:30:00.000;2019-01-17 10:30:00.000;-1;-3;2;4
L1564;CF-1;67041;67041 - Lateral Lower RH;2019-01-14 12:30:00.000;2019-01-17 12:00:00.000;2019-01-16 10:30:00.000;2019-01-18 15:20:00.000;-1;-2;3;4
L1564;CF-1;67040;67040 - Shell Upper;2019-01-17 12:30:00.000;2019-01-22 12:00:00.000;2019-01-23 11:00:00.000;2019-01-28 06:30:00.000;-4;-4;4;4
L1564;CF-1;67010;67010 - Assy Junction;2019-01-23 12:30:00.000;2019-01-28 12:00:00.000;2019-01-28 10:00:00.000;2019-01-28 11:00:00.000;0;-3;1;4
L1564;CF-1;INTERFACE;Interface ;2019-01-29 12:30:00.000;2019-02-01 12:00:00.000;2019-01-30 18:00:00.000;2019-02-01 00:30:00.000;0;-1;3;4
L1564;CF-1;GATE A;Gate A;2019-01-29 12:30:00.000;2019-02-01 12:00:00.000;2019-01-31 07:00:00.000;2019-01-31 15:20:00.000;1;-2;1;4
L1564;CF-1;COMPLEMENTAÇÃO;Complementação;2019-02-01 12:30:00.000;2019-02-12 12:00:00.000;2019-02-07 07:20:00.000;2019-02-12 17:00:00.000;0;-4;4;8
L1564;CF-1;GATE B QUA;Gate B Qualidade;2019-02-12 12:30:00.000;2019-02-12 14:30:00.000;2019-02-12 18:00:00.000;2019-02-13 12:00:00.000;-1;0;2;1
L1564;CF-1;GATE B PRO;Gate B Produção;2019-02-12 15:00:00.000;2019-02-13 12:00:00.000;2019-02-13 12:40:00.000;2019-02-19 06:50:00.000;-4;-1;5;2
L1564;CF-1;SELAGEM;Selagem;2019-02-13 12:30:00.000;2019-02-14 12:00:00.000;2019-02-19 07:20:00.000;2019-02-20 07:00:00.000;-4;-4;2;2
L1564;CF-1;PINTURA;Pintura;2019-02-14 12:30:00.000;2019-02-15 12:00:00.000;2019-02-20 07:30:00.000;2019-02-21 07:00:00.000;-4;-4;2;2
L1564;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-02-15 12:30:00.000;2019-02-15 16:30:00.000;2019-02-21 07:20:00.000;2019-02-21 13:00:00.000;-4;-4;1;1
L1564;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-02-18 07:30:00.000;2019-02-18 12:00:00.000;2019-02-21 14:00:00.000;2019-02-22 06:20:00.000;-4;-3;2;1
L1564;CF-1;PU FINAL;PU Final;2019-02-18 12:30:00.000;2019-02-20 12:00:00.000;2019-02-22 07:00:00.000;2019-02-25 06:20:00.000;-3;-4;2;3
L1564;CF-1;GATE C;Gate C;2019-02-20 12:30:00.000;2019-02-21 12:00:00.000;2019-02-25 07:10:00.000;2019-02-25 22:00:00.000;-2;-3;1;2
L1564;CF-1;ENVIO EADI;Fuselagem Disponível;2019-02-21 12:30:00.000;2019-02-21 12:30:00.000;2019-02-27 14:30:00.000;2019-02-27 14:30:00.000;-4;-4;1;1
L1564;CF-3;65180;65180 - Lower Panel;2018-12-04 15:00:00.000;2018-12-07 14:30:00.000;2018-11-21 18:05:00.000;2018-11-23 10:30:00.000;10;9;3;4
L1564;CF-3;65720;65720 - Lower Fuselage;2018-12-07 15:00:00.000;2018-12-12 14:30:00.000;2018-11-23 10:45:00.000;2018-11-27 10:30:00.000;11;10;3;4
L1564;CF-3;65240;65240 - Lower Panel RH;2018-12-11 15:00:00.000;2018-12-14 14:30:00.000;2018-11-23 16:00:00.000;2018-11-28 00:00:00.000;12;12;4;4
L1564;CF-3;65110;65110 - Lateral LowerRH;2018-12-14 15:00:00.000;2019-01-07 14:30:00.000;2018-11-30 17:00:00.000;2018-12-05 13:00:00.000;21;10;4;15
L1564;CF-3;65120;65120 - Lower Panel LF;2018-12-17 15:00:00.000;2018-12-20 14:30:00.000;2018-11-28 13:45:00.000;2018-11-30 15:00:00.000;14;13;3;4
L1564;CF-3;65900;65900 - Shell Lower;2019-01-08 15:00:00.000;2019-01-16 14:30:00.000;2018-12-05 21:30:00.000;2018-12-12 23:00:00.000;23;22;6;7
L1564;CF-3;65400;65400 - Upper Panel;2018-12-06 15:00:00.000;2018-12-11 14:30:00.000;2018-12-03 06:20:00.000;2018-12-06 10:30:00.000;3;3;4;4
L1564;CF-3;65360;65360 - Upper Panel RH;2018-12-06 15:00:00.000;2018-12-11 14:30:00.000;2018-11-27 13:40:00.000;2018-11-30 15:00:00.000;7;7;4;4
L1564;CF-3;65300;65300 - Upper Panel LF;2018-12-06 15:00:00.000;2018-12-11 14:30:00.000;2018-11-29 06:30:00.000;2018-12-03 14:40:00.000;6;5;3;4
L1564;CF-3;65780;65780 - Lateral Upper LF;2018-12-12 15:00:00.000;2018-12-17 14:30:00.000;2018-12-04 14:00:00.000;2018-12-06 15:00:00.000;7;6;3;4
L1564;CF-3;65840;65840 - Lateral Upper RH;2018-12-12 15:00:00.000;2018-12-17 14:30:00.000;2018-12-06 21:15:00.000;2018-12-11 00:10:00.000;4;4;4;4
L1564;CF-3;65960;65960 - Shell Upper;2018-12-20 15:00:00.000;2019-01-11 14:30:00.000;2018-12-11 18:00:00.000;2018-12-14 10:20:00.000;18;7;4;15
L1564;CF-3;66000;66000 - Assy Junction;2019-01-16 15:00:00.000;2019-01-24 14:30:00.000;2019-01-07 07:00:00.000;2019-01-11 11:00:00.000;9;7;5;7
L1564;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-01-25 15:00:00.000;2019-01-30 14:30:00.000;2019-01-21 06:00:00.000;2019-01-30 07:00:00.000;0;4;8;4
L1564;CF-3;GATE A;Gate A;2019-01-30 15:00:00.000;2019-02-04 14:30:00.000;2019-01-30 08:00:00.000;2019-01-31 15:40:00.000;2;0;2;4
L1564;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-02-04 15:00:00.000;2019-02-06 14:30:00.000;2019-01-31 16:20:00.000;2019-02-01 15:00:00.000;3;2;2;3
L1564;CF-3;COMPLEMENTAÇÃO;Complementação;2019-02-06 15:00:00.000;2019-02-14 14:30:00.000;2019-02-04 07:00:00.000;2019-02-07 15:00:00.000;5;2;4;7
L1564;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-02-14 15:00:00.000;2019-02-15 14:30:00.000;2019-02-08 07:00:00.000;2019-02-11 22:00:00.000;4;4;2;2
L1564;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-02-15 15:00:00.000;2019-02-18 14:30:00.000;2019-02-12 07:00:00.000;2019-02-13 22:00:00.000;3;3;2;2
L1564;CF-3;SELAGEM;Selagem;2019-02-18 15:00:00.000;2019-02-19 14:30:00.000;2019-02-14 07:00:00.000;2019-02-14 22:00:00.000;3;2;1;2
L1564;CF-3;PINTURA;Pintura;2019-02-19 15:00:00.000;2019-02-20 14:30:00.000;2019-02-15 07:00:00.000;2019-02-19 22:00:00.000;1;2;3;2
L1564;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-02-21 10:00:00.000;2019-02-21 14:30:00.000;2019-02-20 07:00:00.000;2019-02-22 22:00:00.000;-1;1;3;1
L1564;CF-3;PU FINAL;PU Final;2019-02-21 15:00:00.000;2019-02-25 14:30:00.000;2019-02-25 07:00:00.000;2019-02-25 22:00:00.000;0;-2;1;3
L1564;CF-3;GATE C;Gate C;2019-02-25 15:00:00.000;2019-02-26 14:30:00.000;2019-02-26 07:00:00.000;2019-02-26 22:00:00.000;0;-1;1;2
L1564;CF-3;ENVIO EADI;Fuselagem Disponível;2019-02-26 15:00:00.000;2019-02-26 15:00:00.000;2019-03-07 17:30:00.000;2019-03-07 17:30:00.000;-5;-5;1;1
L1564;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2018-11-26 15:00:00.000;2018-11-29 14:30:00.000;2018-11-14 08:40:00.000;2018-11-19 09:10:00.000;8;7;3;4
